Difficulty	Title	Slug	Source	Link
Medium	Spiral Matrix	spiral-matrix	algomaster	https://algomaster.io/learn/dsa/spiral-matrix
Medium	Spiral Matrix II	spiral-matrix-ii	algomaster	https://algomaster.io/learn/dsa/spiral-matrix-ii
Medium	Diagonal Traverse	diagonal-traverse	algomaster	https://algomaster.io/learn/dsa/diagonal-traverse
Medium	Valid Sudoku	valid-sudoku	algomaster	https://algomaster.io/learn/dsa/valid-sudoku
Easy	Transpose Matrix	transpose-matrix	algomaster	https://algomaster.io/learn/dsa/transpose-matrix
Medium	Rotate Image	rotate-image	algomaster	https://algomaster.io/learn/dsa/rotate-image
Medium	Set Matrix Zeroes	set-matrix-zeroes	algomaster	https://algomaster.io/learn/dsa/set-matrix-zeroes
Medium	Candy Crush	candy-crush	algomaster	https://algomaster.io/learn/dsa/candy-crush
Medium	Game of Life	game-of-life	algomaster	https://algomaster.io/learn/dsa/game-of-life
