Rating	ID	Title	Tags
2100.3248877105	793	Preimage Size of Factorial Zeroes Function	PRIME,AP_SUM
2101.867342004	2430	Maximum Deletions on a String	NONE
2104.7441214305	2088	Count Fertile Pyramids in a Land	NONE
2104.9526046945	1944	Number of Visible People in a Queue	NONE
2105.0143242092	3529	Count Cells in Overlapping Horizontal and Vertical Substrings	NONE
2105.7761215397	1937	Maximum Number of Points with Cost	NONE
2105.8582288624	2209	Minimum White Tiles After Covering With Carpets	NONE
2108.5054318055	3108	Minimum Cost Walk in Weighted Graph	BIT_OPS
2109.9830154953	1172	Dinner Plate Stacks	NONE
2110.1503337723	3543	Maximum Weighted K-Edge Path	NONE
2111.9501657249	3469	Find Minimum Cost to Remove Array Elements	NONE
2115.0911494487	1483	Kth Ancestor of a Tree Node	POWER
2116.3244842355	2967	Minimum Cost to Make Array Equalindromic	PALINDROME,AP_SUM
2116.493528295	1547	Minimum Cost to Cut a Stick	NONE
2118.3732356694	3093	Longest Common Suffix Queries	NONE
2118.7923652824	1601	Maximum Number of Achievable Transfer Requests	BITMASK
2120.4466386371	2376	Count Special Integers	DIGIT_OPS,PERM_COMB
2121.3147151648	972	Equal Rational Numbers	TRICK
2123.1049463895	3699	Number of ZigZag Arrays I	NONE
2123.5708982185	1970	Last Day Where You Can Still Cross	NONE
2124.0317207867	1654	Minimum Jumps to Reach Home	NONE
2124.1329592058	968	Binary Tree Cameras	NONE
2125.3125624762	1955	Count Number of Special Subsequences	MOD_ARITH
2126.1931814161	2746	Decremental String Concatenation	NONE
2126.3922279277	2246	Longest Path With Different Adjacent Characters	NONE
2126.6864346508	1444	Number of Ways of Cutting a Pizza	MOD_ARITH,PERM_COMB
2127.5100545681	2939	Maximum Xor Product	BIT_OPS,XOR
2128.3128561163	3887	Incremental Even-Weighted Cycle Queries	NONE
2129.7051442916	798	Smallest Rotation with Highest Score	CONTRIBUTION
2130.1135718486	1039	Minimum Score Triangulation of Polygon	NONE
2130.9348604091	2076	Process Restricted Friend Requests	NONE
2131.7917160422	1579	Remove Max Number of Edges to Keep Graph Fully Traversable	NONE
2132.06233459	2749	Minimum Operations to Make the Integer Zero	BIT_OPS,TRICK
2132.1944636902	2910	Minimum Number of Groups to Create a Valid Assignment	GCD_LCM
2132.2407826356	3791	Number of Balanced Integers in a Range	DIGIT_OPS,PARITY
2133.1003195919	898	Bitwise ORs of Subarrays	BIT_OPS
2133.9592509012	1439	Find the Kth Smallest Sum of a Matrix With Sorted Rows	NONE
2134.5448970405	910	Smallest Range II	TRICK
2134.9861022118	3900	Longest Balanced Substring After One Swap	NONE
2135.1002785041	3710	Maximum Partition Factor	PRIME,DIVISORS
2135.5738659086	959	Regions Cut By Slashes	GEOM
2136.3013259524	2382	Maximum Segment Sum After Removals	NONE
2137.5633267453	2290	Minimum Obstacle Removal to Reach Corner	NONE
2139.3079901181	3629	Minimum Jumps to Reach End via Prime Teleportation	PRIME
2139.3332541502	3786	Total Sum of Interaction Cost in Tree Groups	NONE
2140.0220703954	906	Super Palindromes	PALINDROME
2143.028994471	3568	Minimum Moves to Clean the Classroom	BITMASK
2145.183995267	1879	Minimum XOR Sum of Two Arrays	BITMASK,XOR
2146.2256599416	3559	Number of Ways to Assign Edge Weights II	PERM_COMB,POWER,MOD_ARITH
2146.639581998	1906	Minimum Absolute Difference Queries	NONE
2147.1828941776	1610	Maximum Number of Visible Points	GEOM
2152.8032001597	2972	Count the Number of Incremovable Subarrays II	SUBARRAY_COUNT
2153.126336475	3320	Count The Number of Winning Sequences	MOD_ARITH,GAME_THEORY
2153.5854429139	2812	Find the Safest Path in a Grid	NONE
2153.8943791656	2662	Minimum Cost of a Path With Special Roads	NONE
2154.4458036869	3187	Peaks in Array	NONE
2155.3424932408	2616	Minimize the Maximum Difference of Pairs	NONE
2155.5770176064	3911	K-th Smallest Remaining Even Integer in Subarray Queries	NONE
2155.599241516	3347	Maximum Frequency of an Element After Performing Operations II	NONE
2156.9515428364	1515	Best Position for a Service Centre	GEOM
2157.5814371481	2218	Maximum Value of K Coins From Piles	NONE
2157.7545069067	3768	Minimum Inversion Count in Subarrays of Fixed Length	PAIR_COUNT
2157.9393136944	3664	Two-Letter Card Game	NONE
2158.7683843245	2102	Sequentially Ordinal Rank Tracker	NONE
2158.8988728254	2122	Recover the Original Array	TRICK
2159.4844281244	2584	Split the Array to Make Coprime Products	GCD_LCM
2160.2886328928	3906	Count Good Integers on a Grid Path	NONE
2161.6248796745	3373	Maximize the Number of Target Nodes After Connecting Trees II	NONE
2162.0729079623	3830	Longest Alternating Subarray After Removing At Most One Element	NONE
2162.530467026	3934	Smallest Unique Subarray	NONE
2162.6859814587	3171	Find Subarray With Bitwise AND Closest to K	BIT_OPS
2164.8287157213	1036	Escape a Large Maze	GEOM
2165.6524727814	3429	Paint House IV	NONE
2168.7531235448	786	K-th Smallest Prime Fraction	PRIME
2170.0439693714	1931	Painting a Grid With Three Different Colors	BITMASK
2170.1079846744	1862	Sum of Floored Pairs	DIVISORS,CONTRIBUTION
2170.7313528632	3213	Construct String with Minimum Cost	NONE
2171.716066664	1691	Maximum Height by Stacking Cuboids 	NONE
2171.9645269732	2709	Greatest Common Divisor Traversal	PRIME,GCD_LCM
2172.3890687963	2896	Apply Operations to Make Two Strings Equal	NONE
2172.4115085517	3883	Count Non Decreasing Arrays With Given Digit Sums	MOD_ARITH,STARS_BARS
2175.1190473433	2454	Next Greater Element IV	NONE
2175.6850426027	1420	Build Array Where You Can Find The Maximum Exactly K Comparisons	MOD_ARITH
2175.7874705227	2768	Number of Black Blocks	PAIR_COUNT
2178.0485179115	3479	Fruits Into Baskets III	NONE
2178.4249114144	2065	Maximum Path Quality of a Graph	NONE
2178.6491499415	3812	Minimum Edge Toggles on a Tree	NONE
2181.7821188042	1912	Design Movie Rental System	NONE
2182.054452981	1771	Maximize Palindrome Length From Subsequences	PALINDROME
2182.6180030785	891	Sum of Subsequence Widths	CONTRIBUTION,POWER,MOD_ARITH
2184.5241011615	1081	Smallest Subsequence of Distinct Characters	NONE
2185.5444704515	943	Find the Shortest Superstring	BITMASK
2186.3802199168	3377	Digit Operations to Make Two Integers Equal	PRIME
2186.6174607749	3928	Minimum Cost to Buy Apples II	NONE
2187.3539422195	3660	Jump Game IX	NONE
2189.3802630548	1074	Number of Submatrices That Sum to Target	SUBARRAY_COUNT
2190.1757477854	1478	Allocate Mailboxes	AP_SUM
2195.6540241654	2503	Maximum Number of Points From Grid Queries	NONE
2197.0951445919	834	Sum of Distances in Tree	CONTRIBUTION
2198.1107944821	3873	Maximum Points Activated with One Addition	NONE
2198.3290662783	1621	Number of Sets of K Non-Overlapping Line Segments	STARS_BARS,PERM_COMB
2198.4642973466	1739	Building Boxes	AP_SUM,GEOM
