Rating	ID	Title	Slug	Contest	QPos	Difficulty	AR	LCtags
1570.8347522104	1019	Next Greater Node In Linked List	next-greater-node-in-linked-list	weekly-contest-130	Q3	Medium	64.3%	Array,Linked List,Stack,Monotonic Stack
1569.7528744586	1109	Corporate Flight Bookings	corporate-flight-bookings	weekly-contest-144	Q2	Medium	67.3%	Array,Prefix Sum
1569.1579260438	2592	Maximize Greatness of an Array	maximize-greatness-of-an-array	biweekly-contest-100	Q2	Medium	61.7%	Array,Two Pointers,Greedy,Sorting
1568.2500590119	3567	Minimum Absolute Difference in Sliding Submatrix	minimum-absolute-difference-in-sliding-submatrix	weekly-contest-452	Q2	Medium	78.8%	Array,Sorting,Matrix
1567.8396535313	3243	Shortest Distance After Road Addition Queries I	shortest-distance-after-road-addition-queries-i	weekly-contest-409	Q2	Medium	61.9%	Array,Breadth-First Search,Graph Theory
1567.6884942977	2044	Count Number of Maximum Bitwise-OR Subsets	count-number-of-maximum-bitwise-or-subsets	weekly-contest-263	Q3	Medium	89.5%	Array,Backtracking,Bit Manipulation,Enumeration
1566.2526716951	769	Max Chunks To Make Sorted	max-chunks-to-make-sorted	weekly-contest-68	Q3	Medium	64.2%	Array,Stack,Greedy,Sorting,Monotonic Stack
1565.8040286471	3249	Count the Number of Good Nodes	count-the-number-of-good-nodes	weekly-contest-410	Q2	Medium	55.4%	Tree,Depth-First Search
1565.2483424929	846	Hand of Straights	hand-of-straights	weekly-contest-87	Q3	Medium	58.0%	Array,Hash Table,Greedy,Sorting
1565.0047379604	3493	Properties Graph	properties-graph	weekly-contest-442	Q2	Medium	48.8%	Array,Hash Table,Depth-First Search,Breadth-First Search,Union-Find,Graph Theory
1563.9451046163	800	Similar RGB Color	similar-rgb-color	weekly-contest-76	Q1	Easy	68.0%	Math,String,Enumeration
1563.6891989425	3305	Count of Substrings Containing Every Vowel and K Consonants I	count-of-substrings-containing-every-vowel-and-k-consonants-i	weekly-contest-417	Q2	Medium	41.9%	Hash Table,String,Sliding Window
1563.2283814548	2970	Count the Number of Incremovable Subarrays I	count-the-number-of-incremovable-subarrays-i	biweekly-contest-120	Q1	Easy	56.6%	Array,Two Pointers,Binary Search,Enumeration
1562.9802666517	1008	Construct Binary Search Tree from Preorder Traversal	construct-binary-search-tree-from-preorder-traversal	weekly-contest-127	Q4	Medium	84.3%	Array,Stack,Tree,Binary Search Tree,Monotonic Stack,Binary Tree
1562.9186033202	1452	People Whose List of Favorite Companies Is Not a Subset of Another List	people-whose-list-of-favorite-companies-is-not-a-subset-of-another-list	weekly-contest-189	Q3	Medium	60.7%	Array,Hash Table,String
1562.7212466716	856	Score of Parentheses	score-of-parentheses	weekly-contest-90	Q2	Medium	63.6%	String,Stack
1562.0956544608	2409	Count Days Spent Together	count-days-spent-together	biweekly-contest-87	Q1	Easy	48.0%	Math,String
1561.2655635205	1256	Encode Number	encode-number	biweekly-contest-13	Q1	Medium	70.3%	Math,String,Bit Manipulation
1561.0553908973	1376	Time Needed to Inform All Employees	time-needed-to-inform-all-employees	weekly-contest-179	Q3	Medium	60.5%	Tree,Depth-First Search,Breadth-First Search
1560.2611098329	3693	Climbing Stairs II	climbing-stairs-ii	biweekly-contest-166	Q2	Medium	64.1%	Array,Dynamic Programming
1559.9709348417	2470	Number of Subarrays With LCM Equal to K	number-of-subarrays-with-lcm-equal-to-k	weekly-contest-319	Q2	Medium	45.5%	Array,Math,Number Theory
1558.9522968448	2310	Sum of Numbers With Units Digit K	sum-of-numbers-with-units-digit-k	weekly-contest-298	Q2	Medium	28.3%	Math,Dynamic Programming,Greedy,Enumeration
1558.7188539503	1144	Decrease Elements To Make Array Zigzag	decrease-elements-to-make-array-zigzag	weekly-contest-148	Q1	Medium	49.2%	Array,Greedy
1558.6880035344	1181	Before and After Puzzle	before-and-after-puzzle	biweekly-contest-8	Q2	Medium	51.9%	Array,Hash Table,String,Sorting
1558.4971807039	1101	The Earliest Moment When Everyone Become Friends	the-earliest-moment-when-everyone-become-friends	biweekly-contest-3	Q3	Medium	66.1%	Array,Union-Find,Sorting
1558.1421869292	1243	Array Transformation	array-transformation	biweekly-contest-12	Q2	Easy	53.7%	Array,Simulation
1557.0170555820	2007	Find Original Array From Doubled Array	find-original-array-from-doubled-array	biweekly-contest-61	Q2	Medium	40.8%	Array,Hash Table,Greedy,Sorting
1556.8824239708	2131	Longest Palindrome by Concatenating Two Letter Words	longest-palindrome-by-concatenating-two-letter-words	biweekly-contest-69	Q3	Medium	53.5%	Array,Hash Table,String,Greedy,Counting
1556.7777620299	3652	Best Time to Buy and Sell Stock using Strategy	best-time-to-buy-and-sell-stock-using-strategy	weekly-contest-463	Q1	Medium	59.8%	Array,Sliding Window,Prefix Sum
1556.4396462723	3849	Maximum Bitwise XOR After Rearrangement	maximum-bitwise-xor-after-rearrangement	weekly-contest-490	Q3	Medium	71.3%	String,Greedy,Bit Manipulation
1556.3092642778	3653	XOR After Range Multiplication Queries I	xor-after-range-multiplication-queries-i	weekly-contest-463	Q2	Medium	73.3%	Array,Divide and Conquer,Simulation
1553.2232121523	3361	Shift Distance Between Two Strings	shift-distance-between-two-strings	biweekly-contest-144	Q2	Medium	53.6%	Array,String,Prefix Sum
1552.8935571247	2461	Maximum Sum of Distinct Subarrays With Length K	maximum-sum-of-distinct-subarrays-with-length-k	weekly-contest-318	Q2	Medium	43.0%	Array,Hash Table,Sliding Window
1550.4297615307	2207	Maximize Number of Subsequences in a String	maximize-number-of-subsequences-in-a-string	biweekly-contest-74	Q2	Medium	36.1%	String,Greedy,Prefix Sum
1550.0978082682	2208	Minimum Operations to Halve Array Sum	minimum-operations-to-halve-array-sum	biweekly-contest-74	Q3	Medium	50.2%	Array,Greedy,Heap (Priority Queue)
