Rating	ID	Title	Tags
1900.8434122725	1665	Minimum Initial Energy to Finish Tasks	NONE
1903.1973989877	2602	Minimum Operations to Make All Array Elements Equal	AP_SUM
1904.2279434479	2608	Shortest Cycle in a Graph	NONE
1904.5020747926	3122	Minimum Number of Operations to Satisfy Conditions	NONE
1904.6714229335	3081	Replace Question Marks in String to Minimize Its Value	NONE
1908.3866125757	1124	Longest Well-Performing Interval	TRICK
1908.8920524591	3728	Stable Subarrays With Equal Boundary and Interior Sum	AP_SUM
1908.9411092109	3067	Count Pairs of Connectable Servers in a Weighted Tree Network	MOD_ARITH
1909.4189035523	991	Broken Calculator	TRICK
1909.4931160071	3298	Count Substrings That Can Be Rearranged to Contain a String II	NONE
1909.5535861652	2585	Number of Ways to Earn Points	NONE
1911.1959516695	873	Length of Longest Fibonacci Subsequence	FIB
1911.7063530593	2049	Count Nodes With the Highest Score	NONE
1911.8282317986	2296	Design a Text Editor	NONE
1912.0829958001	1147	Longest Chunked Palindrome Decomposition	PALINDROME
1912.1926699881	2680	Maximum OR	BIT_OPS
1912.8440554296	1898	Maximum Number of Removable Characters	NONE
1912.8455659711	1671	Minimum Number of Removals to Make Mountain Array	NONE
1913.4834168162	3356	Zero Array Transformation II	NONE
1913.6704728453	1373	Maximum Sum BST in Binary Tree	NONE
1913.930869473	2875	Minimum Size Subarray in Infinite Array	MOD_ARITH
1914.6717285348	2147	Number of Ways to Divide a Long Corridor	PERM_COMB
1915.2628132733	2594	Minimum Time to Repair Cars	NONE
1916.0689858272	1043	Partition Array for Maximum Sum	NONE
1916.1432350156	3394	Check if Grid can be Cut into Sections	GEOM
1917.0816751666	3669	Balanced K-Factor Decomposition	DIVISORS
1917.1049672432	2673	Make Costs of Paths Equal in a Binary Tree	NONE
1917.2052894619	3144	Minimum Substring Partition of Equal Character Frequency	NONE
1917.2145829853	2398	Maximum Number of Robots Within Budget	NONE
1917.4314822412	3002	Maximum Size of a Set After Removals	NONE
1918.9960035055	2069	Walking Robot Simulation II	NONE
1919.1749818083	1130	Minimum Cost Tree From Leaf Values	NONE
1919.6391896894	1416	Restore The Array	DIGIT_OPS
1919.7433862082	1552	Magnetic Force Between Two Balls	NONE
1922.9521758079	2731	Movement of Robots	TRICK
1924.964639491	1745	Palindrome Partitioning IV	PALINDROME
1926.7059583253	1727	Largest Submatrix With Rearrangements	NONE
1926.7598451706	3372	Maximize the Number of Target Nodes After Connecting Trees I	NONE
1927.4000816649	1449	Form Largest Integer With Digits That Add up to Target	DIGIT_OPS
1928.2304187946	1562	Find Latest Group of Size M	NONE
1928.7961204946	2654	Minimum Number of Operations to Make All Array Elements Equal to 1	GCD_LCM
1929.3184180196	1802	Maximum Value at a Given Index in a Bounded Array	AP_SUM
1929.897343316	2018	Check if Word Can Be Placed In Crossword	NONE
1929.9086934334	1705	Maximum Number of Eaten Apples	NONE
1931.0849921121	1798	Maximum Number of Consecutive Values You Can Make	TRICK
1931.7335479582	1574	Shortest Subarray to be Removed to Make Array Sorted	NONE
1932.3730795204	996	Number of Squareful Arrays	PERM_COMB,POWER
1933.2169470617	1964	Find the Longest Valid Obstacle Course at Each Position	NONE
1933.9571917853	827	Making A Large Island	NONE
1934.3556201811	1818	Minimum Absolute Sum Difference	NONE
1934.7806230835	3133	Minimum Array End	BIT_OPS
1936.6613414859	813	Largest Sum of Averages	NONE
1938.0586460002	2411	Smallest Subarrays With Maximum Bitwise OR	BIT_OPS
1938.2224916289	866	Prime Palindrome	PRIME,PALINDROME
1938.6883365596	777	Swap Adjacent in LR String	NONE
1939.560165526	2925	Maximum Score After Applying Operations on a Tree	NONE
1939.9323330472	1760	Minimum Limit of Balls in a Bag	NONE
1940.2116985812	2762	Continuous Subarrays	SUBARRAY_COUNT
1940.6002290953	2111	Minimum Operations to Make the Array K-Increasing	NONE
1943.095489145	3381	Maximum Subarray Sum With Length Divisible by K	MOD_ARITH
1944.5673996888	2227	Encrypt and Decrypt Strings	NONE
1945.5095833982	1482	Minimum Number of Days to Make m Bouquets	NONE
1945.7515607928	1793	Maximum Score of a Good Subarray	NONE
1947.355455517	3858	Minimum Bitwise OR From Grid	BIT_OPS
1947.5013967785	1631	Path With Minimum Effort	NONE
1947.8832856412	2516	Take K of Each Character From Left and Right	NONE
1948.489500779	2509	Cycle Length Queries in a Tree	POWER
1949.0920823355	1153	String Transforms Into Another String	NONE
1951.2096212775	1690	Stone Game VII	GAME_THEORY
1951.3509259668	1259	Handshakes That Don't Cross	CATALAN
