Rating	ID	Title	Tags
2000.8021428612	911	Online Election	NONE
2000.8441804448	1686	Stone Game VI	GAME_THEORY
2001.2074132383	2328	Number of Increasing Paths in a Grid	NONE
2001.4515854273	2850	Minimum Moves to Spread Stones Over Grid	NONE
2003.5794613668	2092	Find All People With Secret	NONE
2004.5346526204	1927	Sum Game	GAME_THEORY,AP_SUM
2005.2755755378	1761	Minimum Degree of a Connected Trio in a Graph	NONE
2005.3737929084	2448	Minimum Cost to Make Array Equal	AP_SUM
2005.5862669078	1888	Minimum Number of Flips to Make the Binary String Alternating	NONE
2005.6235019774	3811	Number of Alternating XOR Partitions	XOR,MOD_ARITH
2008.2096199603	3524	Find X Value of Array I	MOD_ARITH
2008.40650791	1223	Dice Roll Simulation	NONE
2009.7322365973	1981	Minimize the Difference Between Target and Chosen Elements	NONE
2010.5524756946	880	Decoded String at Index	TRICK
2010.6191768155	3614	Process String with Special Operations II	NONE
2011.0496162515	2333	Minimum Sum of Squared Difference	NONE
2011.3542735398	1102	Path With Maximum Minimum Value	NONE
2011.9703133514	2477	Minimum Fuel Cost to Report to the Capital	TRICK
2012.8694334235	3273	Minimum Amount of Damage Dealt to Bob	NONE
2013.4354344791	2472	Maximum Number of Non-overlapping Palindrome Substrings	PALINDROME
2014.2979320644	1105	Filling Bookcase Shelves	NONE
2014.7655493665	1354	Construct Target Array With Multiple Sums	TRICK,MOD_ARITH
2015.7291888336	1353	Maximum Number of Events That Can Be Attended	NONE
2016.2085876254	3008	Find Beautiful Indices in the Given Array II	NONE
2018.8785710598	3645	Maximum Total from Optimal Activation Order	NONE
2019.5399647546	909	Snakes and Ladders	NONE
2019.9859462755	2547	Minimum Cost to Split an Array	NONE
2020.1846215023	3027	Find the Number of Ways to Place People II	GEOM,PAIR_COUNT
2020.6775180586	2517	Maximum Tastiness of Candy Basket	NONE
2020.7095306378	2741	Special Permutations	BITMASK,PERM_COMB
2021.7790710467	2271	Maximum White Tiles Covered by a Carpet	AP_SUM
2022.3137128296	2251	Number of Flowers in Full Bloom	CONTRIBUTION
2022.4752963768	1210	Minimum Moves to Reach Target with Rotations	NONE
2022.8520613737	1235	Maximum Profit in Job Scheduling	NONE
2023.4303440211	2597	The Number of Beautiful Subsets	PERM_COMB
2024.3797833173	1734	Decode XORed Permutation	XOR
2025.0377429311	751	IP to CIDR	BIT_OPS
2025.1529365814	1067	Digit Count in Range	DIGIT_OPS,PERM_COMB
2026.8452856653	3681	Maximum XOR of Subsequences	XOR
2026.8957817007	1406	Stone Game III	GAME_THEORY
2027.3839266711	1626	Best Team With No Conflicts	NONE
2027.7304121046	1320	Minimum Distance to Type a Word Using Two Fingers	GEOM
2027.8772739639	895	Maximum Frequency Stack	NONE
2028.4660734851	3428	Maximum and Minimum Sums of at Most Size K Subsequences	CONTRIBUTION
2029.1301557536	1231	Divide Chocolate	NONE
2029.4024513478	2772	Apply Operations to Make All Array Elements Equal to Zero	TRICK
2030.1021023033	2426	Number of Pairs Satisfying Inequality	PAIR_COUNT
2030.922770301	2919	Minimum Increment Operations to Make Array Beautiful	NONE
2032.4612250461	3864	Minimum Cost to Partition a Binary String	NONE
2032.4773038683	1425	Constrained Subsequence Sum	NONE
2032.797382526	3578	Count Partitions With Max-Min Difference at Most K	NONE
2033.1699277531	2262	Total Appeal of A String	CONTRIBUTION
2033.4597721985	2136	Earliest Possible Day of Full Bloom	NONE
2034.4067304341	828	Count Unique Characters of All Substrings of a Given String	CONTRIBUTION
2034.6759416871	947	Most Stones Removed with Same Row or Column	NONE
2034.9420578559	1335	Minimum Difficulty of a Job Schedule	NONE
2034.9740902393	1140	Stone Game II	GAME_THEORY
